864;255;152;1997-10-18;Fast_shipping;Delivering
133;181;211;2018-02-17;Extra-fast_shipping;Preparing_for_delivery
367;540;419;2008-07-24;Normal_shipping;Delivering
867;299;645;2006-08-06;Extra-fast_shipping;Preparing_for_delivery
803;89;510;1989-11-03;Fast_shipping;Delivered
1;832;167;1979-11-16;Normal_shipping;Preparing_for_delivery
540;286;145;1981-10-11;Normal_shipping;Delivered
673;594;50;1999-09-29;Normal_shipping;Delivering
821;292;109;2007-01-26;Normal_shipping;Delivering
997;856;691;1983-11-06;Normal_shipping;Preparing_for_delivery
24;734;449;1986-01-29;Normal_shipping;Delivered
169;200;165;1990-05-09;Normal_shipping;Preparing_for_delivery
189;111;908;2007-05-21;Normal_shipping;Delivered
434;109;6;1986-03-08;Normal_shipping;Delivered
885;243;907;1973-02-12;Fast_shipping;Delivering
261;454;48;1995-12-14;Fast_shipping;Preparing_for_delivery
902;538;423;1970-11-12;Normal_shipping;Delivering
750;128;115;1985-02-24;Normal_shipping;Delivered
994;326;772;1988-06-10;Normal_shipping;Delivered
917;593;42;2019-02-18;Fast_shipping;Delivered
435;916;533;2007-05-21;Normal_shipping;Delivering
386;610;853;1989-01-14;Extra-fast_shipping;Delivering
482;917;23;2015-07-03;Normal_shipping;Delivered
407;836;849;1983-09-04;Fast_shipping;Delivering
501;255;753;2019-07-12;Normal_shipping;Delivering
443;155;302;1973-12-20;Normal_shipping;Delivered
40;443;105;2016-11-26;Fast_shipping;Delivering
613;477;807;2010-03-16;Fast_shipping;Delivered
806;400;279;1996-05-22;Normal_shipping;Preparing_for_delivery
643;586;393;1981-06-23;Fast_shipping;Preparing_for_delivery
21;594;959;2013-05-12;Normal_shipping;Delivered
233;589;618;2013-07-08;Extra-fast_shipping;Preparing_for_delivery
642;512;185;1973-05-25;Extra-fast_shipping;Delivering
367;399;34;1979-07-27;Extra-fast_shipping;Delivering
580;276;188;1990-07-06;Fast_shipping;Delivered
731;850;759;1971-05-01;Extra-fast_shipping;Delivered
693;784;638;2002-01-31;Extra-fast_shipping;Preparing_for_delivery
981;703;357;2011-08-19;Extra-fast_shipping;Delivering
795;12;507;2007-02-28;Fast_shipping;Delivered
830;713;202;1984-11-21;Fast_shipping;Preparing_for_delivery
947;966;866;2007-11-30;Extra-fast_shipping;Delivered
820;573;898;1970-07-05;Extra-fast_shipping;Preparing_for_delivery
806;199;954;2001-07-04;Fast_shipping;Preparing_for_delivery
565;394;796;2009-07-22;Fast_shipping;Preparing_for_delivery
771;812;958;2006-09-22;Extra-fast_shipping;Preparing_for_delivery
522;199;643;2007-04-20;Extra-fast_shipping;Preparing_for_delivery
436;826;415;2015-05-13;Fast_shipping;Delivered
96;89;47;2000-01-01;Fast_shipping;Delivered
692;888;610;2017-01-28;Fast_shipping;Delivered
45;193;787;1994-09-18;Extra-fast_shipping;Preparing_for_delivery
788;805;613;1970-01-12;Fast_shipping;Preparing_for_delivery
409;804;677;1980-02-03;Fast_shipping;Delivering
192;129;865;1975-03-13;Fast_shipping;Delivered
350;686;589;2000-03-20;Normal_shipping;Delivered
642;866;957;1981-09-05;Normal_shipping;Delivering
83;989;507;1984-12-31;Normal_shipping;Delivered
243;31;836;1976-04-18;Fast_shipping;Preparing_for_delivery
510;369;967;1992-11-03;Extra-fast_shipping;Preparing_for_delivery
110;150;829;2017-06-24;Extra-fast_shipping;Preparing_for_delivery
549;924;57;1989-08-06;Normal_shipping;Delivering
364;594;681;2008-10-29;Extra-fast_shipping;Delivering
225;965;986;2013-09-06;Normal_shipping;Preparing_for_delivery
594;286;741;1997-07-14;Extra-fast_shipping;Delivered
829;153;832;1971-05-24;Fast_shipping;Delivering
739;74;899;2016-03-06;Extra-fast_shipping;Delivered
360;99;414;2021-01-29;Fast_shipping;Delivering
596;20;635;1978-09-18;Normal_shipping;Delivering
990;684;512;2002-06-18;Extra-fast_shipping;Delivering
507;163;228;1990-12-03;Fast_shipping;Delivering
732;58;117;1996-06-13;Extra-fast_shipping;Delivered
760;755;242;2004-01-10;Normal_shipping;Delivered
208;982;436;2003-02-25;Normal_shipping;Delivered
130;232;142;1985-05-13;Fast_shipping;Delivered
800;349;828;2007-04-12;Fast_shipping;Delivered
481;321;203;2003-05-05;Extra-fast_shipping;Delivering
708;386;389;1980-11-06;Extra-fast_shipping;Delivering
186;218;679;2012-10-20;Extra-fast_shipping;Preparing_for_delivery
464;900;887;2016-09-14;Extra-fast_shipping;Delivering
906;533;395;2015-09-06;Normal_shipping;Delivering
993;368;299;2000-10-20;Fast_shipping;Preparing_for_delivery
774;669;491;1990-09-29;Extra-fast_shipping;Delivered
434;304;353;1985-02-20;Extra-fast_shipping;Delivered
763;115;674;1973-10-18;Fast_shipping;Preparing_for_delivery
773;58;751;1971-09-24;Extra-fast_shipping;Delivered
47;637;442;1996-05-20;Normal_shipping;Preparing_for_delivery
437;224;845;1975-10-11;Extra-fast_shipping;Delivering
783;674;25;1976-02-16;Normal_shipping;Preparing_for_delivery
288;939;323;2020-11-17;Extra-fast_shipping;Delivered
996;534;726;2009-07-04;Extra-fast_shipping;Delivering
860;577;728;1993-04-09;Normal_shipping;Delivered
132;132;388;1980-01-21;Fast_shipping;Delivering
210;269;540;1977-12-05;Fast_shipping;Delivered
825;516;220;1997-01-11;Normal_shipping;Delivered
920;716;732;1984-02-15;Fast_shipping;Delivering
288;467;341;2000-08-11;Normal_shipping;Delivering
466;531;305;1999-06-03;Fast_shipping;Preparing_for_delivery
905;20;664;1999-06-19;Normal_shipping;Preparing_for_delivery
583;326;407;1986-07-19;Extra-fast_shipping;Delivering
549;972;719;2019-06-01;Normal_shipping;Delivered
456;261;580;1971-07-26;Normal_shipping;Delivering
627;938;107;1992-10-26;Extra-fast_shipping;Preparing_for_delivery
482;664;537;1980-11-24;Fast_shipping;Delivering
599;873;726;1998-02-25;Extra-fast_shipping;Preparing_for_delivery
965;726;340;2019-07-17;Fast_shipping;Preparing_for_delivery
792;67;552;2011-08-12;Fast_shipping;Delivered
626;67;652;2010-12-22;Normal_shipping;Delivered
593;853;553;2012-05-03;Fast_shipping;Delivered
948;93;109;2007-03-02;Normal_shipping;Preparing_for_delivery
563;531;834;1988-11-09;Fast_shipping;Preparing_for_delivery
659;816;452;1981-10-28;Normal_shipping;Delivered
41;138;645;2014-11-12;Extra-fast_shipping;Delivering
944;988;581;1994-10-03;Extra-fast_shipping;Preparing_for_delivery
141;661;809;2015-09-16;Normal_shipping;Delivering
92;712;649;2005-09-06;Fast_shipping;Delivering
279;557;978;2003-05-14;Extra-fast_shipping;Delivering
768;644;374;2012-09-09;Extra-fast_shipping;Delivering
71;504;307;1972-07-01;Normal_shipping;Preparing_for_delivery
951;381;830;1986-03-24;Fast_shipping;Preparing_for_delivery
377;807;960;2021-09-15;Extra-fast_shipping;Delivering
937;391;83;2008-09-06;Fast_shipping;Delivered
700;378;665;2009-08-31;Normal_shipping;Preparing_for_delivery
410;851;821;1979-10-30;Extra-fast_shipping;Preparing_for_delivery
648;923;582;2016-12-17;Extra-fast_shipping;Preparing_for_delivery
337;135;601;1980-05-04;Fast_shipping;Delivered
37;148;433;1970-09-06;Fast_shipping;Preparing_for_delivery
207;146;938;1980-11-30;Fast_shipping;Preparing_for_delivery
249;62;223;2020-10-12;Extra-fast_shipping;Delivering
417;61;166;2009-04-27;Normal_shipping;Preparing_for_delivery
621;338;415;2006-05-15;Fast_shipping;Preparing_for_delivery
5;929;502;2010-01-28;Extra-fast_shipping;Delivering
446;869;351;2020-10-30;Fast_shipping;Delivered
685;478;134;2003-05-11;Fast_shipping;Delivering
261;941;864;1987-03-03;Extra-fast_shipping;Preparing_for_delivery
10;746;381;2009-08-22;Extra-fast_shipping;Delivered
177;873;806;1977-08-15;Fast_shipping;Delivered
702;826;398;1971-03-12;Normal_shipping;Delivered
593;388;458;2008-07-10;Fast_shipping;Preparing_for_delivery
364;400;946;2015-01-16;Extra-fast_shipping;Delivered
241;925;47;2006-01-15;Fast_shipping;Preparing_for_delivery
939;705;133;1976-05-11;Fast_shipping;Delivering
742;340;664;1971-06-13;Extra-fast_shipping;Delivering
367;884;605;1980-02-18;Fast_shipping;Delivering
61;707;964;1997-12-27;Extra-fast_shipping;Delivered
662;109;300;2001-04-22;Fast_shipping;Preparing_for_delivery
73;527;218;1984-04-15;Fast_shipping;Preparing_for_delivery
178;34;410;1997-06-10;Normal_shipping;Preparing_for_delivery
332;328;556;1999-10-25;Extra-fast_shipping;Delivering
191;130;802;2011-08-19;Extra-fast_shipping;Delivering
303;519;671;1993-09-12;Fast_shipping;Delivered
894;311;628;1987-09-01;Extra-fast_shipping;Delivering
733;866;37;1994-06-07;Fast_shipping;Delivering
736;593;368;1973-02-20;Normal_shipping;Preparing_for_delivery
986;250;18;2017-12-05;Extra-fast_shipping;Delivered
156;769;994;1986-04-13;Normal_shipping;Preparing_for_delivery
886;305;156;1981-11-16;Extra-fast_shipping;Preparing_for_delivery
70;670;19;2010-05-03;Normal_shipping;Delivered
297;878;443;1983-02-05;Fast_shipping;Delivering
829;681;462;1986-08-06;Extra-fast_shipping;Preparing_for_delivery
306;140;546;1975-10-15;Extra-fast_shipping;Delivering
138;693;341;1990-06-02;Extra-fast_shipping;Delivering
41;164;102;1979-06-07;Normal_shipping;Delivering
260;480;474;1995-12-24;Fast_shipping;Delivering
524;879;226;1990-06-29;Extra-fast_shipping;Preparing_for_delivery
315;890;743;2008-07-01;Fast_shipping;Delivering
125;772;30;2006-07-18;Fast_shipping;Delivered
880;38;215;1979-04-05;Normal_shipping;Delivered
222;704;319;1980-01-21;Extra-fast_shipping;Delivered
992;820;310;1980-02-24;Normal_shipping;Delivering
586;18;886;1992-10-11;Extra-fast_shipping;Delivered
416;99;286;1990-07-12;Normal_shipping;Delivering
82;424;114;2009-03-28;Extra-fast_shipping;Delivering
325;707;67;1995-07-16;Normal_shipping;Delivering
591;762;705;2013-05-04;Fast_shipping;Delivered
727;54;302;1986-06-02;Fast_shipping;Delivering
780;307;573;2012-05-17;Extra-fast_shipping;Preparing_for_delivery
746;536;498;1981-05-04;Fast_shipping;Preparing_for_delivery
290;71;600;1996-12-15;Fast_shipping;Delivering
236;547;924;1980-03-22;Extra-fast_shipping;Preparing_for_delivery
563;804;251;2013-07-18;Fast_shipping;Delivering
298;423;440;1986-01-02;Fast_shipping;Delivering
901;741;2;2017-08-14;Fast_shipping;Delivered
583;415;557;1979-06-17;Normal_shipping;Delivering
737;866;332;1980-06-26;Fast_shipping;Delivering
521;227;457;2001-12-01;Normal_shipping;Delivered
104;491;831;1976-07-04;Normal_shipping;Delivering
182;309;741;2013-12-07;Extra-fast_shipping;Preparing_for_delivery
483;877;653;2001-12-13;Fast_shipping;Delivered
4;149;502;1970-06-01;Normal_shipping;Preparing_for_delivery
1;860;142;1974-06-19;Fast_shipping;Preparing_for_delivery
488;409;828;1976-03-15;Extra-fast_shipping;Delivering
972;79;672;1993-07-11;Extra-fast_shipping;Preparing_for_delivery
930;640;71;1992-03-28;Fast_shipping;Delivered
443;996;61;2014-02-11;Normal_shipping;Preparing_for_delivery
321;533;142;1977-10-31;Fast_shipping;Preparing_for_delivery
969;253;118;1977-02-06;Extra-fast_shipping;Preparing_for_delivery
630;797;42;1983-04-21;Normal_shipping;Preparing_for_delivery
748;108;117;2013-02-11;Fast_shipping;Delivering
448;60;46;1985-05-24;Normal_shipping;Delivering
197;56;678;2000-02-01;Normal_shipping;Preparing_for_delivery
839;608;515;1991-12-10;Normal_shipping;Delivered
453;329;220;1977-04-03;Normal_shipping;Preparing_for_delivery
674;666;511;1991-12-19;Fast_shipping;Preparing_for_delivery
798;528;260;1982-03-07;Normal_shipping;Delivering
716;274;358;2010-10-22;Normal_shipping;Preparing_for_delivery
278;770;145;2006-01-08;Normal_shipping;Delivered
190;270;94;2009-03-22;Fast_shipping;Delivered
603;891;444;2021-07-26;Fast_shipping;Delivered
571;905;897;1998-09-21;Fast_shipping;Delivered
346;295;232;2017-01-15;Normal_shipping;Delivered
784;920;990;2011-04-08;Extra-fast_shipping;Preparing_for_delivery
206;227;138;1996-01-15;Extra-fast_shipping;Delivered
353;814;22;1985-06-26;Fast_shipping;Delivered
277;766;567;2014-12-09;Normal_shipping;Preparing_for_delivery
383;666;475;1981-11-25;Extra-fast_shipping;Delivered
926;697;933;1997-08-14;Extra-fast_shipping;Delivering
16;497;62;1971-02-20;Normal_shipping;Delivering
604;514;876;1998-06-06;Normal_shipping;Delivering
700;970;269;2010-03-26;Fast_shipping;Delivering
372;73;780;1987-01-27;Fast_shipping;Delivered
226;280;313;1988-05-31;Normal_shipping;Delivered
20;470;578;2019-07-23;Extra-fast_shipping;Delivered
494;332;328;2021-09-21;Normal_shipping;Preparing_for_delivery
406;470;434;2002-12-17;Extra-fast_shipping;Delivering
329;977;350;1976-05-11;Normal_shipping;Delivered
910;376;619;2015-04-06;Extra-fast_shipping;Delivering
431;243;899;2009-08-02;Extra-fast_shipping;Delivering
272;732;86;1978-08-22;Normal_shipping;Delivering
867;321;579;2013-11-08;Normal_shipping;Delivered
396;699;403;1979-08-12;Normal_shipping;Delivered
357;721;225;1979-12-02;Fast_shipping;Delivered
425;148;18;1983-05-04;Extra-fast_shipping;Preparing_for_delivery
503;889;64;2019-08-15;Extra-fast_shipping;Delivering
262;853;157;1975-09-17;Fast_shipping;Delivering
236;861;819;2020-12-21;Normal_shipping;Delivering
518;202;737;1987-06-26;Normal_shipping;Delivered
84;279;248;1976-04-11;Extra-fast_shipping;Preparing_for_delivery
281;177;631;2003-04-10;Normal_shipping;Delivering
663;126;782;1986-09-15;Fast_shipping;Preparing_for_delivery
915;557;538;1970-03-04;Extra-fast_shipping;Delivering
799;733;5;1984-07-28;Extra-fast_shipping;Preparing_for_delivery
605;587;720;1989-07-15;Fast_shipping;Delivered
241;983;948;1998-09-06;Extra-fast_shipping;Delivered
571;86;179;1977-01-24;Normal_shipping;Delivered
658;62;971;1992-12-02;Fast_shipping;Delivered
253;741;927;2000-03-13;Extra-fast_shipping;Preparing_for_delivery
55;745;89;1971-11-24;Extra-fast_shipping;Delivering
130;423;919;2018-10-10;Extra-fast_shipping;Delivering
416;393;891;2021-01-16;Normal_shipping;Delivered
533;894;885;2015-04-19;Extra-fast_shipping;Delivering
19;353;271;1992-10-08;Normal_shipping;Delivered
354;555;614;1989-11-30;Extra-fast_shipping;Delivered
477;515;182;2021-04-09;Fast_shipping;Preparing_for_delivery
63;652;218;1990-05-08;Extra-fast_shipping;Delivering
974;354;741;1989-06-13;Normal_shipping;Delivering
886;71;673;1981-01-07;Fast_shipping;Delivering
932;760;923;2008-11-15;Extra-fast_shipping;Delivering
943;717;63;2009-01-13;Normal_shipping;Preparing_for_delivery
771;363;367;2020-04-22;Extra-fast_shipping;Delivering
901;954;499;2003-10-10;Normal_shipping;Preparing_for_delivery
869;524;693;1982-06-03;Extra-fast_shipping;Delivering
467;622;392;2018-02-14;Normal_shipping;Delivered
850;571;232;2004-01-13;Normal_shipping;Delivering
720;968;821;2018-02-15;Normal_shipping;Delivered
511;848;727;2001-04-11;Fast_shipping;Delivering
831;391;606;2013-02-10;Normal_shipping;Delivered
283;165;259;2011-01-07;Fast_shipping;Delivering
471;223;779;1986-07-05;Normal_shipping;Delivering
721;825;664;2006-02-22;Fast_shipping;Preparing_for_delivery
118;686;360;2018-05-28;Extra-fast_shipping;Delivering
267;999;472;2014-01-09;Extra-fast_shipping;Delivering
355;960;701;2004-11-02;Fast_shipping;Delivering
461;753;241;1988-01-04;Normal_shipping;Delivering
810;671;112;2005-09-01;Extra-fast_shipping;Delivered
770;784;437;1979-07-12;Normal_shipping;Delivering
791;290;141;1977-04-30;Extra-fast_shipping;Preparing_for_delivery
698;97;988;1979-08-19;Extra-fast_shipping;Delivering
72;447;128;2019-12-09;Fast_shipping;Delivering
20;501;992;2012-05-28;Extra-fast_shipping;Preparing_for_delivery
40;924;51;1992-05-05;Normal_shipping;Preparing_for_delivery
52;541;599;2004-04-12;Extra-fast_shipping;Delivered
205;347;893;2018-10-01;Extra-fast_shipping;Delivering
283;873;704;1986-09-28;Fast_shipping;Preparing_for_delivery
247;949;315;1988-11-11;Normal_shipping;Preparing_for_delivery
846;657;892;2001-08-05;Normal_shipping;Delivered
288;610;76;2001-03-30;Normal_shipping;Delivered
354;839;590;2021-03-03;Extra-fast_shipping;Delivered
121;809;408;2002-10-20;Normal_shipping;Preparing_for_delivery
873;261;370;1993-08-09;Extra-fast_shipping;Delivered
303;303;851;1997-03-30;Normal_shipping;Delivering
578;710;125;1971-03-01;Fast_shipping;Preparing_for_delivery
766;64;256;1985-02-27;Extra-fast_shipping;Delivering
893;819;422;1974-04-01;Normal_shipping;Preparing_for_delivery
529;523;128;2016-09-05;Extra-fast_shipping;Delivered
24;614;69;1999-07-20;Extra-fast_shipping;Delivered
761;852;456;2018-05-21;Normal_shipping;Preparing_for_delivery
719;47;678;2003-01-12;Extra-fast_shipping;Delivering
86;271;478;2004-04-17;Fast_shipping;Delivering
551;343;133;2011-06-29;Fast_shipping;Delivered
758;922;129;1984-06-22;Fast_shipping;Preparing_for_delivery
218;977;517;2011-08-22;Extra-fast_shipping;Delivering
325;475;288;1986-10-21;Extra-fast_shipping;Delivered
657;614;202;2014-06-24;Extra-fast_shipping;Preparing_for_delivery
872;765;504;2002-08-01;Extra-fast_shipping;Preparing_for_delivery
840;349;732;1996-03-30;Fast_shipping;Delivered
654;952;283;1977-09-17;Fast_shipping;Preparing_for_delivery
345;64;317;2006-05-30;Fast_shipping;Delivered
140;791;213;1998-01-12;Extra-fast_shipping;Preparing_for_delivery
223;709;636;2015-07-29;Normal_shipping;Delivering
53;954;813;2009-04-23;Fast_shipping;Delivered
171;867;76;1973-03-19;Extra-fast_shipping;Preparing_for_delivery
580;703;170;1977-06-27;Normal_shipping;Preparing_for_delivery
553;466;538;2017-06-23;Normal_shipping;Delivering
784;674;918;2012-03-24;Extra-fast_shipping;Delivered
14;660;228;1972-01-28;Normal_shipping;Delivered
989;853;339;1982-01-09;Normal_shipping;Delivering
